NAME,H INDEX,IMPACT FACTOR 
"2014 IEEE National Conference on Communication, Signal Processing and Networking, NCCSN 2014",2,1.3043791759231786
"2014 IEEE 7th International Workshop on Computational Intelligence and Applications, IWCIA 2014 - Proceedings",3,1.3248604453834545
"Proceedings - 1st International Workshop on TEchnicaland LEgal Aspects of Data pRIvacy and Security, TELERISE 2015",3,1.3248604453834545
"2016 2nd International Conference on Frontiers of Signal Processing, ICFSP 2016",1,1.2838979064629026
"Proceedings - 2015 International Conference on Culture and Computing, Culture and Computing 2015",2,1.3043791759231786
GSCIT 2014 - Global Summit on Computer and Information Technology,3,1.3248604453834545
"Proceedings - 2015 7th International Conference on Advanced Communication and Networking, ACN 2015",1,1.2838979064629026
"2014 IEEE 20th International Workshop on Local and Metropolitan Area Networks, LANMAN 2014",3,1.3248604453834545
"2016 Symposium on Colossal Data Analysis and Networking, CDAN 2016",3,1.3248604453834545
"Proceedings of 12th Australian Digital Forensics Conference, ADF 2014",2,1.3043791759231786
Proceedings of IGLC 23 - 23rd Annual Conference of the International Group for Lean Construction: Global Knowledge - Global Solutions,4,1.3453417148437303
"Proceedings - 2015 Innovation and Commercialization of Medical Electronic Technology Conference, ICMET 2015",1,1.2838979064629026
"2016 IEEE RIVF International Conference on Computing and Communication Technologies: Research, Innovation, and Vision for the Future, RIVF 2016 - Proceedings",1,1.2838979064629026
"Proceedings - 2016 IEEE International Conference on Technological Innovations in ICT for Agriculture and Rural Development, TIAR 2016",2,1.3043791759231786
MMEDIA - International Conferences on Advances in Multimedia,4,1.3453417148437303
"Proceedings - 2014 6th International Conference on Computational Intelligence and Communication Networks, CICN 2014",3,1.3248604453834545
"Proceedings of NDM 2015: 5th International Workshop on Network-Aware Data Management - Held in conjunction with SC 2015: The International Conference for High Performance Computing, Networking, Storage and Analysis",1,1.2838979064629026
"IMSCI 2016 - 10th International Multi-Conference on Society, Cybernetics and Informatics, Proceedings",1,1.2838979064629026
Petroleum Geostatistics 2015,2,1.3043791759231786
"Proceedings - 2014 Asia-Pacific Services Computing Conference, APSCC 2014",4,1.3453417148437303
"2016 International Conference on Electronics and Information Technology, EIT 2016 - Conference Proceedings",2,1.3043791759231786
"5th International Workshop on Innovative Simulation for Health Care, IWISH 2016",1,1.2838979064629026
"Proceedings - 2015 Annual Global Online Conference on Information and Computer Technology, GOCICT 2015",2,1.3043791759231786
"Proceedings of CGAMES 2015 USA - 20th International Conference on Computer Games: AI, Animation, Mobile, Interactive Multimedia, Educational and Serious Games",1,1.2838979064629026
"Proceedings - 2016 International Conference Laser Optics, LO 2016",3,1.3248604453834545
"2016 International Conference on Signals and Electronic Systems, ICSES 2016 - Proceedings",2,1.3043791759231786
Proceedings - SCCG 2014: 30th Spring Conference on Computer Graphics,3,1.3248604453834545
"2015 E-Health and Bioengineering Conference, EHB 2015",5,1.3658229843040062
"DCNET 2014 - Proceedings of the 5th International Conference on Data Communication Networking, Part of ICETE 2014 - 11th International Joint Conference on e-Business and Telecommunications",2,1.3043791759231786
"Proceedings - 2016 IEEE International Conference on Big Data, Big Data 2016",2,1.3043791759231786
"Proceedings of the 16th International Conference on Engineering and Product Design Education: Design Education and Human Technology Relations, E and PDE 2014",4,1.3453417148437303
"Society of Petroleum Engineers - SPE Nigeria Annual International Conference and Exhibition, NAICE 2015",2,1.3043791759231786
"23rd International Conference in Central Europe on Computer Graphics, Visualization and Computer Vision, WSCG 2015 - Short Papers Proceedings",1,1.2838979064629026
"International Topical Meeting on Probabilistic Safety Assessment and Analysis, PSA 2015",3,1.3248604453834545
Proceedings of ICCCS 2014 - IEEE International Conference on Computer Communication and Systems,2,1.3043791759231786
ICARM 2016 - 2016 International Conference on Advanced Robotics and Mechatronics,2,1.3043791759231786
"Proceedings - UKSim-AMSS 17th International Conference on Computer Modelling and Simulation, UKSim 2015",3,1.3248604453834545
"17th IEEE International Multi Topic Conference: Collaborative and Sustainable Development of Technologies, IEEE INMIC 2014 - Proceedings",3,1.3248604453834545
"Proceedings - 7th International Conference on Intelligent Computation Technology and Automation, ICICTA 2014",3,1.3248604453834545
"2014 10th International Conference on Information Assurance and Security, IAS 2014",2,1.3043791759231786
"2014 9th International Conference for Internet Technology and Secured Transactions, ICITST 2014",1,1.2838979064629026
"2014 IEEE Conference on Control Applications, CCA. Part of 2014 IEEE Multi-conference on Systems and Control, MSC 2014",1,1.2838979064629026
"2014 IEEE Signal Processing in Medicine and Biology Symposium, IEEE SPMB 2014 - Proceedings",0,1.2634166370026267
"2014 Texas Symposium on Wireless and Microwave Circuits and Systems, WMCS 2014",1,1.2838979064629026
"2015 IEEE 7th International Conference on Engineering Education, ICEED 2015",0,1.2634166370026267
"22nd AIAA/CEAS Aeroacoustics Conference, 2016",1,1.2838979064629026
"84th ARFTG Microwave Measurement Conference: The New Frontiers for Microwave Measurements, ARFTG 2014",1,1.2838979064629026
AMPERE 2015 - 15th International Conference on Microwave and High Frequency Heating,0,1.2634166370026267
"AMS 2014 - 2014 1st Australian Microwave Symposium, Conference Proceedings",1,1.2838979064629026
Chemical Engineering and the Law Forum 2014 - Core Programming Area at the 2014 AIChE Annual Meeting,0,1.2634166370026267
"Doctoral Consortium on Knowledge Discovery, Knowledge Engineering and Knowledge Management, DC3K 2015",0,1.2634166370026267
"Environmental Aspects, Applications and Implications of Nanomaterials and Nanotechnology 2015 - Topical Conference at the 2015 AIChE Annual Meeting",0,1.2634166370026267
"Global Advances in Selenium Research from Theory to Application - Proceedings of the 4th International Conference on Selenium in the Environment and Human Health, 2015",0,1.2634166370026267
"HARMO 2014 - 16th International Conference on Harmonisation within Atmospheric Dispersion Modelling for Regulatory Purposes, Proceedings",0,1.2634166370026267
ICCE 2016 - 24th International Conference on Computers in Education: Think Global Act Local - Early Career Workshop Proceedings,0,1.2634166370026267
ICCE 2016 - 24th International Conference on Computers in Education: Think Global Act Local - Work in Progress Posters Proceedings,1,1.2838979064629026
"ICISSP 2016 - 2nd International Conference on Information Systems Security and Privacy, Doctoral Consortium",0,1.2634166370026267
"POWERCON 2014 - 2014 International Conference on Power System Technology: Towards Green, Efficient and Smart Power System, Proceedings",0,1.2634166370026267
"Proceedings - 2015 16th International Conference on Computational Problems of Electrical Engineering, CPEE 2015",0,1.2634166370026267
"Proceedings - 6th International Conference on Multimedia, Computer Graphics and Broadcasting, MulGraB 2014",1,1.2838979064629026
"Proceedings of 2014 International Conference on Cloud Computing and Internet of Things, CCIOT 2014",1,1.2838979064629026
"Proceedings of 2014 International Conference on Cloud Computing and Internet of Things, CCIOT 2014",1,1.2838979064629026
"Proceedings of the 2014 6th International Advanced Research Workshop on In Silico Oncology and Cancer Investigation - The CHIC Project Workshop, IARWISOCI 2014",1,1.2838979064629026
"Proceedings of the 2nd Pan African International Conference on Science, Computing and Telecommunications, PACT 2014",1,1.2838979064629026
"Proceedings of the 8th International Workshop on Massively Multiuser Virtual Environments, MMVE 2016",1,1.2838979064629026
"Proceedings of the IASTED International Conference on Computers and Advanced Technology in Education, CATE 2014",1,1.2838979064629026
"Proceedings of the Industry Track of the 17th ACM/IFIP/USENIX Middleware Conference, Middleware Industry 2016",1,1.2838979064629026
"SA 2016 - SIGGRAPH ASIA 2016 Crafting Spirituality: A Pedagogic Project for Digital Heritage: Digital Sculpting, Projection Mapping and Beyond",0,1.2634166370026267
Safety and Health Division 2015 - Core Programming Area at the 2015 AIChE Annual Meeting,0,1.2634166370026267
"SIGGRAPH Asia 2014 Creative Shape Modeling and Design, SA 2014",1,1.2838979064629026
"Society of Petroleum Engineers - SPE International Conference on Health, Safety and Environment 2014: The Journey Continues, HSE 2014",0,1.2634166370026267
SPE Well Integrity Symposium 2015,1,1.2838979064629026
"Synthetic Biology: Engineering, Evolution, and Design Conference 2014, SEED 2014",0,1.2634166370026267
Upstream Engineering and Flow Assurance Forum 2015 - Core Programming Area at the 2015 AIChE Spring Meeting and 11th Global Congress on Process Safety,0,1.2634166370026267
"Workshop on Specialty Optical Fibers and their Applications, WSOF 2015",0,1.2634166370026267
"Proceedings of the 5th International Workshop on Cloud Data and Platforms, CloudDP 2015 - Co-located with European Conference on Computer Systems, EuroSys 2015",2,1.3043791759231786
Proceedings - IDPHA 2014: Interdisciplinary Design of Pervasive Healthcare Applications,1,1.2838979064629026
"2015 3rd International Conference on Digital Information, Networking, and Wireless Communications, DINWC 2015",3,1.3248604453834545
"Proceedings - 2015 14th International Conference on Computer-Aided Design and Computer Graphics, CAD/Graphics 2015",2,1.3043791759231786
"2014 IEEE 3rd Global Conference on Consumer Electronics, GCCE 2014",3,1.3248604453834545
"Proceedings on 2014 2nd International Conference on Emerging Technology Trends in Electronics, Communication and Networking, ET2ECN 2014",3,1.3248604453834545
ISSBES 2015 - IEEE Student Symposium in Biomedical Engineering and Sciences: By the Student for the Student,1,1.2838979064629026
"Proceedings - 32nd Southern Biomedical Engineering Conference, SBEC 2016",2,1.3043791759231786
"ITA-AITES World Tunnel Congress 2016, WTC 2016",2,1.3043791759231786
Advances in Knowledge Organization,7,1.406785523224558
"Proceedings of the 2015 12th International Joint Conference on Computer Science and Software Engineering, JCSSE 2015",4,1.3453417148437303
"IEEE Symposium on Low-Power and High-Speed Chips, COOL Chips XVIII - Proceedings",2,1.3043791759231786
"14th International Conference on Space Operations, 2016",4,1.3453417148437303
"Proceedings - 2016 IEEE Working Conference on Software Visualization, VISSOFT 2016",2,1.3043791759231786
PhyCS 2016 - Proceedings of the 3rd International Conference on Physiological Computing Systems,2,1.3043791759231786
"International Conference on Artificial Intelligence and Pattern Recognition, AIPR 2014, Held at the 3rd World Congress on Computing and Information Technology, WCIT",2,1.3043791759231786
"Proceedings - 2016 IEEE 36th International Conference on Distributed Computing Systems Workshops, ICDCSW 2016",3,1.3248604453834545
"Integrated Communications, Navigation and Surveillance Conference, ICNS",6,1.386304253764282
"2016 IEEE International Conference on Management of Innovation and Technology, ICMIT 2016",1,1.2838979064629026
Proceedings - VRCAI 2016: 15th ACM SIGGRAPH Conference on Virtual-Reality Continuum and Its Applications in Industry,2,1.3043791759231786
"2016 International Symposium on Fundamentals of Electrical Engineering, ISFEE 2016",4,1.3453417148437303
"Proceeding - 2015 International Conference on Radar, Antenna, Microwave, Electronics, and Telecommunications, ICRAMET 2015",3,1.3248604453834545
ACM International Conference Proceeding Series,2,1.3043791759231786
Proceedings of the Brazilian Symposium on GeoInformatics,5,1.3658229843040062
"2nd Workshop on Parallel Programming for Analytics Applications, PPAA 2015 - Proceedings",2,1.3043791759231786
"Proceedings - 1st Workshop on Qualitative Reasoning about Software Architectures, QRASA 2016",2,1.3043791759231786
ICEIEC 2015 - Proceedings of 2015 IEEE 5th International Conference on Electronics Information and Emergency Communication,3,1.3248604453834545
"Proceedings - 2nd International Workshop on Software Engineering Research and Industrial Practice, SER and IP 2015",2,1.3043791759231786
"2014 18th National Biomedical Engineering Meeting, BIYOMUT 2014",1,1.2838979064629026
"ICOSST 2014 - 2014 International Conference on Open Source Systems and Technologies, Proceedings",3,1.3248604453834545
30th Center for Chemical Process Safety International Conference 2015 - Topical Conference at the 2015 AIChE Spring Meeting and 11th Global Congress on Process Safety,4,1.3453417148437303
ACM International Conference Proceeding Series,3,1.3248604453834545
"2014 2nd Workshop on Virtual and Augmented Assistive Technology, VAAT 2014; Co-located with the 2014 Virtual Reality Conference - Proceedings",3,1.3248604453834545
"2014 International Workshop on Junction Technology, IWJT 2014",3,1.3248604453834545
"7th International Conference on Information Communication Technology for Embedded Systems 2016, IC-ICTES 2016",2,1.3043791759231786
"Proceedings - 2015 4th International Conference on Instrumentation, Communications, Information Technology and Biomedical Engineering, ICICI-BME 2015",3,1.3248604453834545
"Proceedings of the 2nd International Workshop on Smart, SmartCities 2016",1,1.2838979064629026
"Proceedings of the 22nd International Conference on Computers in Education, ICCE 2014",5,1.3658229843040062
"2016 3rd International Conference on Digital Information Processing, Data Mining, and Wireless Communications, DIPDMWC 2016",2,1.3043791759231786
"Proceedings of International Conference on Soft Computing and Measurements, SCM 2015",5,1.3658229843040062
"24th International Conference in Central Europe on Computer Graphics, Visualization and Computer Vision, WSCG 2016 - Full Papers Proceedings",1,1.2838979064629026
2016 Information Security for South Africa - Proceedings of the 2016 ISSA Conference,1,1.2838979064629026
"Proceedings of the 2015 IEEE International Workshop of Electronics, Control, Measurement, Signals and their Application to Mechatronics, ECMSM 2015",2,1.3043791759231786
27th Bled eConference: eEcosystems - Proceedings,2,1.3043791759231786
"Proceedings - 13th Latin American Robotics Symposium and 4th Brazilian Symposium on Robotics, LARS/SBR 2016",1,1.2838979064629026
CONMEDIA 2015 - International Conference on New Media 2015,1,1.2838979064629026
"Proceedings - IEEE COMNETSAT 2014: 2014 IEEE International Conference on Communication, Network and Satellite",2,1.3043791759231786
"Advanced Materials, Structures and Mechanical Engineering - Proceedings of the International Conference on Advanced Materials, Structures and Mechanical Engineering",1,1.2838979064629026
"Proceedings - 2015 7th International Conference on Information Technology in Medicine and Education, ITME 2015",2,1.3043791759231786
"2014 IEEE Canada International Humanitarian Technology Conference, IHTC 2014",2,1.3043791759231786
"20th International Conference on Miniaturized Systems for Chemistry and Life Sciences, MicroTAS 2016",2,1.3043791759231786
ACM International Conference Proceeding Series,3,1.3248604453834545
"European Conference on Smart Objects, Systems and Technologies, Smart SysTech 2014",1,1.2838979064629026
"2016 IEEE 36th International Conference on Electronics and Nanotechnology, ELNANO 2016 - Conference Proceedings",3,1.3248604453834545
"2014 IEEE 1st International Workshop on the Interrelations Between Requirements Engineering and Business Process Management, REBPM 2014 - Proceedings",2,1.3043791759231786
"SKY 2016 - 7th International Workshop on Software Knowledge, Proceedings - In conjuction with IC3K 2016",1,1.2838979064629026
"2016 International Conference on Applied System Innovation, IEEE ICASI 2016",2,1.3043791759231786
"Proceedings of 2016 IEEE International Conference of Online Analysis and Computing Science, ICOACS 2016",2,1.3043791759231786
"Proceedings - 2014 IEEE International Conference on Advances in Communication and Computing Technologies, ICACACT 2014",3,1.3248604453834545
"Society of Petroleum Engineers - SPE E and P Health, Safety, Security and Environmental Conference - Americas 2015",3,1.3248604453834545
"Computer Science and Applications - Proceedings of the Asia-Pacific Conference on Computer Science and Applications, CSAC 2014",1,1.2838979064629026
"International Conference on Electronics, Information, and Communications, ICEIC 2016",3,1.3248604453834545
"BIHTEL 2014 - 10th International Symposium on Telecommunications, Proceedings",3,1.3248604453834545
CICTP 2016 - Green and Multimodal Transportation and Logistics - Proceedings of the 16th COTA International Conference of Transportation Professionals,2,1.3043791759231786
"Proceedings of the 3rd ACM SIGSPATIAL International Workshop on the Use of GIS in Public Health, HealthGIS 2014 - In Conjuncture with the 22nd ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems, ACM GIS 2014",2,1.3043791759231786
"6th Asia-Pacific Systems Workshop, APSys 2015",3,1.3248604453834545
"Proceeding - 2014 International Conference on Computer, Control, Informatics and Its Applications: New Challenges and Opportunities in Big Data, IC3INA 2014",4,1.3453417148437303
"24th Russian Particle Accelerator Conference, RuPAC 2014",3,1.3248604453834545
"2014 11th China International Forum on Solid State Lighting, SSLCHINA 2014",2,1.3043791759231786
"59th ISA Power Industry Division Symposium 2016, POWID 2016",1,1.2838979064629026
"SIGGRAPH Asia 2014 Posters, SIGGRAPH ASIA 2014",3,1.3248604453834545
"2014 International Conference for Convergence of Technology, I2CT 2014",3,1.3248604453834545
ACM International Conference Proceeding Series,1,1.2838979064629026
"The World's Leading Conference on Laser Safety, ILSC 2015 - International Laser Safety Conference, Conference Program and Proceedings",1,1.2838979064629026
CIE 2016: 46th International Conferences on Computers and Industrial Engineering,1,1.2838979064629026
"2016 IEEE/OES China Ocean Acoustics Symposium, COA 2016",2,1.3043791759231786
"X10 2016 - Proceedings of the 6th ACM SIGPLAN Workshop on X10, Co-located with PLDI 2016",2,1.3043791759231786
"Proceedings - 2015 6th International Conference on Intelligent Systems Design and Engineering Applications, ISDEA 2015",2,1.3043791759231786
"2014 3rd International Conference on Cyber Security, Cyber Warfare and Digital Forensic, CyberSec 2014",3,1.3248604453834545
"IABSE Congress Stockholm, 2016: Challenges in Design and Construction of an Innovative and Sustainable Built Environment",2,1.3043791759231786
Oriental COCOSDA 2014 - 17th Conference of the Oriental Chapter of the International Coordinating Committee on Speech Databases and Speech I/O Systems and Assessment / CASLRE (Conference on Asian Spoken Language Research and Evaluation),1,1.2838979064629026
"International Conference on Computing and Communication Technologies, ICCCT 2014",3,1.3248604453834545
"Nonlinear Optics, NLO 2015",2,1.3043791759231786
"Proceedings of the 2014 International Conference on Virtual Systems and Multimedia, VSMM 2014",4,1.3453417148437303
"SIGGRAPH Asia 2014 Emerging Technologies, SA 2014",2,1.3043791759231786
"Proceedings of the 17th International Workshop on Software and Compilers for Embedded Systems, SCOPES 2014",4,1.3453417148437303
"International Conference on Computing and Communication Technologies, ICCCT 2014",3,1.3248604453834545
"Proceedings - 2015 IEEE Winter Conference on Applications of Computer Vision Workshops, WACVW 2015",2,1.3043791759231786
KMIS 2014 - Proceedings of the International Conference on Knowledge Management and Information Sharing,4,1.3453417148437303
"2016 IEEE International Conference on Sensing, Communication and Networking, SECON Workshops 2016",2,1.3043791759231786
"Sustainability in Modern Project Management - Proceedings of the 18th International DSM Conference, DSM 2016",1,1.2838979064629026
WebMedia 2015 - Proceedings of the 21st Brazilian Symposium on Multimedia and the Web,3,1.3248604453834545
Proceedings of AM-FPD 2016 - 23rd International Workshop on Active-Matrix Flatpanel Displays and Devices: TFT Technologies and FPD Materials,1,1.2838979064629026
"ICACCS 2016 - 3rd International Conference on Advanced Computing and Communication Systems: Bringing to the Table, Futuristic Technologies from Arround the Globe",2,1.3043791759231786
"2015 IEEE 6th International Workshop on Program Comprehension Through Dynamic Analysis, PCODA 2015 - Proceedings",2,1.3043791759231786
RFIT 2014 - 2014 IEEE International Symposium on Radio-Frequency Integration Technology: Silicon Technology Heats Up for THz,2,1.3043791759231786
Proceedings of the 8th International Congress FLOUR-BREAD 2015 - 10th Croatian Congress of Cereal Technologists,1,1.2838979064629026
"Int. Workshop Syst. Approaches Digit. Forensics Eng., SADFE",1,1.2838979064629026
"Advances in Mass Data Analysis of Images and Signals in Medicine, Biotechnology, Chemistry and Food Industry - 11th International Conference, MDA 2016, Proceedings",2,1.3043791759231786
"Advanced Automotive Battery Technology, Application and Market International Symposium, AABTAM 2015 and Stationary Energy Storage System Technology, Application and Market Symposium, SESSTAM 2015 - Held at AABC Europe 2015",1,1.2838979064629026
"Technical Proceedings of the 2011 NSTI Nanotechnology Conference and Expo, NSTI-Nanotech 2011",6,1.386304253764282
"2014 IEEE International Conference on Vehicular Electronics and Safety, ICVES 2014",3,1.3248604453834545
"Proceedings of the 2014 6th International Advanced Research Workshop on In Silico Oncology and Cancer Investigation - The CHIC Project Workshop, IARWISOCI 2014",1,1.2838979064629026
"Multikonferenz Wirtschaftsinformatik, MKWI 2016",3,1.3248604453834545
"15th International Conference on Modeling and Applied Simulation, MAS 2016",2,1.3043791759231786
2nd EAGE Workshop on High Performance Computing for Upstream,2,1.3043791759231786
"Asia-Pacific World Congress on Computer Science and Engineering, APWC on CSE 2014",4,1.3453417148437303
"2014 International Conference on Information Technology Systems and Innovation, ICITSI 2014 - Proceedings",3,1.3248604453834545
"Proceedings - 3rd International Conference on Green Technology and Sustainable Development, GTSD 2016",2,1.3043791759231786
"2nd International Conference on Electrical Information and Communication Technologies, EICT 2015",4,1.3453417148437303
"Proceedings of the 10th Workshop on Geographic Information Retrieval, GIR 2016",1,1.2838979064629026
"Proceedings of the 25th International Business Information Management Association Conference - Innovation Vision 2020: From Regional Development Sustainability to Global Economic Growth, IBIMA 2015",5,1.3658229843040062
"2014 14th International Conference on Advances in ICT for Emerging Regions, ICTer 2014 - Conference Proceedings",2,1.3043791759231786
"Proceedings of the International Conferences on ICT, Society and Human Beings 2014, Web Based Communities and Social Media 2014, e-Commerce 2014, Information Systems Post-Implementation and Change Management 2014 and e-Health 2014 - Part of the Multi Conference on Computer Science and Information Systems, MCCSIS 2014",3,1.3248604453834545
"Proceedings of 2016 17th International Conference Computational Problems of Electrical Engineering, CPEE 2016",2,1.3043791759231786
"Proceedings - 2015 13th International Conference on Frontiers of Information Technology, FIT 2015",2,1.3043791759231786
AUTOTESTCON (Proceedings),21,1.6935232956684205
ICEIEC 2016 - Proceedings of 2016 IEEE 6th International Conference on Electronics Information and Emergency Communication,2,1.3043791759231786
"2015 1st URSI Atlantic Radio Science Conference, URSI AT-RASC 2015",4,1.3453417148437303
ACM International Conference Proceeding Series,2,1.3043791759231786
"2015 IEEE Games Entertainment Media Conference, GEM 2015",4,1.3453417148437303
"2015 IST-Africa Conference, IST-Africa 2015",3,1.3248604453834545
"ASME International Mechanical Engineering Congress and Exposition, Proceedings (IMECE)",2,1.3043791759231786
"2014 17th International Conference on Computer and Information Technology, ICCIT 2014",2,1.3043791759231786
WUWNet 2016 - 11th ACM International Conference on Underwater Networks and Systems,2,1.3043791759231786
"Advances in Information, Electronic and Electrical Engineering, AIEEE 2015 - Proceedings of the 2015 IEEE 3rd Workshop",2,1.3043791759231786
"Proceedings of the 30th Pacific Asia Conference on Language, Information and Computation, PACLIC 2016",1,1.2838979064629026
ERM4CT 2016 - Proceedings of the 2nd Workshop on Emotion Representations and Modelling for Companion Systems,1,1.2838979064629026
9th International Conference on Design and Emotion 2014: The Colors of Care,3,1.3248604453834545
"Proceedings of the 32nd Annual ARCOM Conference, ARCOM 2016",2,1.3043791759231786
E2DC 2016 - Proceedings of the 5th International Workshop on Energy Efficient Data Centres,2,1.3043791759231786
IDT 2016 - Proceedings of the International Conference on Information and Digital Technologies 2016,2,1.3043791759231786
"Proceedings of the 24th Conference on the Domestic Use of Energy, DUE 2016",2,1.3043791759231786
"Proceedings of the 2014 6th International Conference on Electronics, Computers and Artificial Intelligence, ECAI 2014",4,1.3453417148437303
"6th International Conference on Computing, Communications and Networking Technologies, ICCCNT 2015",4,1.3453417148437303
"2015 Conference on Power, Control, Communication and Computational Technologies for Sustainable Growth, PCCCTSG 2015",2,1.3043791759231786
"2016 International Conference on Communication Problem-Solving, ICCP 2016",1,1.2838979064629026
"XI Jornadas Iberoamericanas de Ingenieria de Software e Ingenieria del Conocimiento, JIISIC 2015",2,1.3043791759231786
"Proceedings of the 18th International Conference on Engineering and Product Design Education: Design Education: Collaboration and Cross-Disciplinarity, E and PDE 2016",2,1.3043791759231786
"Proceedings - 2014 International Conference on Emerging Technologies, ICET 2014",2,1.3043791759231786
"Proceedings - 2016 8th International Conference on Knowledge and Systems Engineering, KSE 2016",2,1.3043791759231786
"Proceedings of the 7th International Conference on Textile Composites and Inflatable Structures, STRUCTURAL MEMBRANES 2015",2,1.3043791759231786
"2014 29th Symposium on Microelectronics Technology and Devices: Chip in Aracaju, SBMicro 2014",3,1.3248604453834545
3rd Sustainable Earth Sciences Conference and Exhibition: Use of the Sub-Surface to Serve the Energy Transition,2,1.3043791759231786
"Proceedings - 2014 International Conference on Management of e-Commerce and e-Government, ICMeCG 2014",2,1.3043791759231786
CHoPS 2015 - 8th International Conference for Conveying and Handling of Particulate Solids,1,1.2838979064629026
"Proceedings - 2014 International Conference on Cloud Computing and Big Data, CCBD 2014",2,1.3043791759231786
"Proceedings - 2015 2nd International Conference on Emerging Information Technology and Engineering Solutions, EITES 2015",2,1.3043791759231786
Society of Petroleum Engineers - SPE Russian Petroleum Technology Conference,4,1.3453417148437303
"Proceedings - 14th International Symposium on Distributed Computing and Applications for Business, Engineering and Science, DCABES 2015",2,1.3043791759231786
Environmental Division 2015 - Core Programming Area at the 2015 AIChE Annual Meeting,1,1.2838979064629026
"2016 IEEE 5th Global Conference on Consumer Electronics, GCCE 2016",2,1.3043791759231786
"Proceedings - 2015 1st International Conference on Computational Intelligence Theory, Systems and Applications, CCITSA 2015",2,1.3043791759231786
"28th International Conference on Computer Applications in Industry and Engineering, CAINE 2015",2,1.3043791759231786
Middleware 2016 Doctoral Symposium - Colocated with ACM/IFIP/USENIX Middleware 2016,1,1.2838979064629026
"International Conference on Next Generation Mobile Applications, Services, and Technologies",8,1.427266792684834
"2016 IEEE Radio and Antenna Days of the Indian Ocean, RADIO 2016",1,1.2838979064629026
"2016 IEEE International Conference on Cybercrime and Computer Forensic, ICCCF 2016",2,1.3043791759231786
"2014 International Conference on Advanced Robotics and Intelligent Systems, ARIS 2014",3,1.3248604453834545
"2014 International Caribbean Conference on Devices, Circuits and Systems, ICCDCS 2014 - Conference Proceedings",2,1.3043791759231786
"International Conference on Information Systems Development, ISD 2015",3,1.3248604453834545
SEPS 2015 - Proceedings of the 2nd International Workshop on Software Engineering for Parallel Systems,1,1.2838979064629026
"2016 International Conference on Cyber Security and Protection of Digital Services, Cyber Security 2016",1,1.2838979064629026
"9th International Kharkiv Symposium on Physics and Engineering of Microwaves, Millimeter and Submillimeter Waves, MSMW 2016",2,1.3043791759231786
"2016 International Conference on Telecommunications and Multimedia, TEMU 2016",2,1.3043791759231786
"Proceedings - 2015 International Symposium on Educational Technology, ISET 2015",2,1.3043791759231786
"15th Middle Eastern Simulation and Modelling Multiconference, MESM 2015 and 5th Gameon-Arabia Conference, GAMEON-ARABIA 2015",1,1.2838979064629026
"1st International Workshop on Inclusive Web Programming - Programming on the Web with Open Data for Societal Applications, IWP 2014 - Proceedings",2,1.3043791759231786
"2014 IEEE 8th International Workshop on Software ProductManagement, IWSPM 2014 - Proceedings",1,1.2838979064629026
"2014 IEEE Online Conference on Green Communications, OnlineGreenComm 2014",2,1.3043791759231786
"2015 54th Annual Conference of the Society of Instrument and Control Engineers of Japan, SICE 2015",0,1.2634166370026267
"2015 IEEE 2nd International Workshop on Patterns Promotion and Anti-Patterns Prevention, PPAP 2015 - Proceedings",1,1.2838979064629026
"2016 Principles, Systems and Applications of IP Telecommunications, IPTComm 2016",1,1.2838979064629026
"2nd Workshop on Advancements in Social Signal Processing for Multimodal Interaction 2016, ASSP4MI 2016 - Held in conjunction with the 18th ACM International Conference on Multimodal Interaction 2016, ICMI 2016",1,1.2838979064629026
"41st EPS Conference on Plasma Physics, EPS 2014",1,1.2838979064629026
"ACM SIGGRAPH 2014 Panels, SIGGRAPH 2014",0,1.2634166370026267
"Advances in Mass Data Analysis of Images and Signals in Medicine, Biotechnology, Chemistry and Food Industry - 9th International Conference, MDA 2014, Proceedings",0,1.2634166370026267
"American Fuel and Petrochemical Manufacturers, AFPM - Labor Relations/Human Resources Conference 2015",0,1.2634166370026267
CARDIOTECHNIX 2015 - Proceedings of the 3rd International Congress on Cardiovascular Technologies,1,1.2838979064629026
"FoSADA 2015 - Proceedings of the 1st International Workshop on Future of Software Architecture Design Assistants, Part of CompArch 2015",1,1.2838979064629026
Management Division 2015 - Core Programming Area at the 2015 AIChE Annual Meeting,0,1.2634166370026267
Management Division 2015 - Core Programming Area at the 2015 AIChE Spring Meeting and 11th Global Congress on Process Safety,0,1.2634166370026267
NWSearch 2015 - Proceedings of the 1st International Workshop on Novel Web Search Interfaces and Systems,2,1.3043791759231786
"Proceedings - 2014 Electrical Power, Electronics, Communications, Control and Informatics Seminar, EECCIS 2014. In conjunction with the 1st Joint Conference UB-UTHM",2,1.3043791759231786
"Proceedings - 4th International Conference on Next Generation Computer and Information Technology, NGCIT 2015",0,1.2634166370026267
Proceedings ABIS 2014 - 20th International Workshop on Adaptivity and User Modeling,1,1.2838979064629026
"Proceedings of INDIS 2015, the 2nd Workshop on Innovating the Network for Data-Intensive Science - Held in conjunction with SC 2015: The International Conference for High Performance Computing, Networking, Storage and Analysis",1,1.2838979064629026
"Proceedings of the 1st Workshop on Middleware for Edge Clouds and Cloudlets, MECC 2016",1,1.2838979064629026
"Proceedings of the 2016 Smart City Security and Privacy Workshop, SCSP-W 2016",2,1.3043791759231786
